hora,temperatura,chuva,umidade,sol,vento,aluguéis,estação_outono,estação_primavera,estação_verão,dia_quarta,dia_quinta,dia_segunda,dia_sexta,dia_sábado,dia_terça,feriado_sim,visibilidade_Umidade de 0% a 30%,visibilidade_Umidade de 30% a 60%,visibilidade_Umidade de 60% a 95%
0.09,0.191,0,0.6859999999999999,0.006,0.049,367,0,0,0,0,0,0,1,0,0,0,1,0,0
0.04,0.27699999999999997,1,0.912,0.0,0.229,19,0,1,0,1,0,0,0,0,0,0,1,0,0
0.14,0.321,0,0.415,0.16999999999999998,0.193,1197,1,0,0,0,1,0,0,0,0,0,0,0,1
0.04,0.259,0,0.633,0.0,0.121,141,0,1,0,0,0,0,1,0,0,0,0,1,0
0.16,0.359,0,0.7390000000000001,0.052000000000000005,0.10900000000000001,1472,0,0,1,0,0,0,0,0,0,0,0,0,1
0.15,0.33,0,0.905,0.02,0.373,254,0,1,0,1,0,0,0,0,0,0,1,0,0
0.17,0.185,0,0.385,0.018,0.337,385,0,0,0,0,1,0,0,0,0,0,0,0,0
0.05,0.35,0,0.769,0.0,0.061,300,0,0,1,0,0,0,0,1,0,0,0,0,1
0.01,0.127,0,0.633,0.0,0.16899999999999998,141,0,0,0,0,1,0,0,0,0,0,0,0,1
0.05,0.193,0,0.875,0.0,0.157,95,0,0,0,1,0,0,0,0,0,0,1,0,0
0.01,0.305,0,0.807,0.0,0.157,710,0,1,0,0,0,0,1,0,0,1,1,0,0
0.01,0.377,0,0.664,0.0,0.16899999999999998,728,0,0,1,0,0,0,0,0,1,0,0,0,0
0.21,0.23199999999999998,0,0.55,0.0,0.433,785,1,0,0,0,0,0,0,1,0,0,0,0,0
0.14,0.337,0,0.498,0.21000000000000002,0.433,927,0,1,0,0,0,0,0,0,0,0,0,0,1
0.17,0.311,0,0.354,0.062,0.205,1960,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1,0.363,0,0.46,0.23199999999999998,0.16899999999999998,781,0,0,1,0,0,0,0,1,0,0,0,0,0
0.15,0.18600000000000003,0,0.611,0.036,0.313,314,0,0,0,0,1,0,0,0,0,0,0,1,0
0.15,0.408,0,0.596,0.267,0.46900000000000003,719,0,0,1,0,0,0,0,0,1,0,0,0,1
0.18,0.359,0,0.498,0.079,0.397,3128,0,1,0,0,1,0,0,0,0,0,0,0,0
0.2,0.157,0,0.769,0.0,0.157,173,0,0,0,0,0,0,0,1,0,0,1,0,0
0.03,0.151,0,0.603,0.0,0.097,112,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.379,0,0.49,0.263,0.265,1186,0,0,1,0,0,0,1,0,0,0,1,0,0
0.05,0.34700000000000003,0,0.8370000000000001,0.0,0.457,124,0,0,1,1,0,0,0,0,0,0,0,0,0
0.23,0.32,0,0.649,0.0,0.28900000000000003,1354,0,1,0,0,1,0,0,0,0,0,0,0,1
0.16,0.321,0,0.43700000000000006,0.123,0.265,2277,1,0,0,0,0,0,0,0,1,0,0,0,0
0.09,0.305,1,0.882,0.018,0.193,97,1,0,0,0,1,0,0,0,0,0,1,0,0
0.05,0.217,0,0.754,0.0,0.253,60,0,0,0,0,0,1,0,0,0,0,0,1,0
0.01,0.17,0,0.7240000000000001,0.0,0.121,135,0,0,0,0,0,0,0,0,1,0,0,1,0
0.13,0.213,0,0.5660000000000001,0.10800000000000001,0.481,325,0,0,0,0,1,0,0,0,0,0,0,1,0
0.08,0.335,0,0.6709999999999999,0.10500000000000001,0.10900000000000001,2366,0,0,1,0,0,1,0,0,0,0,0,1,0
0.23,0.28300000000000003,0,0.89,0.0,0.217,466,0,1,0,0,0,0,0,0,0,0,1,0,0
0.13,0.335,0,0.513,0.177,0.193,1039,1,0,0,0,0,0,0,0,0,1,0,0,1
0.09,0.209,0,0.618,0.049,0.265,581,0,1,0,0,0,0,0,0,1,0,0,0,1
0.15,0.35600000000000004,0,0.475,0.09,0.193,13,1,0,0,1,0,0,0,0,0,0,0,0,1
0.17,0.375,0,0.535,0.1,0.265,2082,1,0,0,0,0,0,1,0,0,0,0,0,0
0.16,0.16899999999999998,0,0.385,0.052000000000000005,0.505,200,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0.22899999999999998,0,0.611,0.018,0.157,1115,0,1,0,0,0,0,0,0,1,0,0,0,1
0.04,0.311,0,0.6940000000000001,0.0,0.121,339,0,0,1,1,0,0,0,0,0,1,0,1,0
0.22,0.242,0,0.596,0.0,0.217,1233,1,0,0,0,0,0,0,1,0,0,0,0,0
0.11,0.29100000000000004,1,0.852,0.04,0.313,37,1,0,0,0,1,0,0,0,0,0,0,1,0
0.13,0.309,0,0.40700000000000003,0.339,0.481,1233,0,1,0,0,1,0,0,0,0,0,0,0,1
0.03,0.184,0,0.716,0.0,0.073,92,0,1,0,0,0,0,0,0,0,0,0,0,0
0.08,0.16899999999999998,0,0.83,0.0,0.193,94,0,0,0,0,0,0,0,0,0,1,1,0,0
0.18,0.34299999999999997,1,0.905,0.0,0.049,71,0,0,1,1,0,0,0,0,0,0,0,1,0
0.21,0.278,0,0.513,0.0,0.313,1175,0,1,0,0,1,0,0,0,0,0,0,0,1
0.22,0.242,0,0.777,0.0,0.265,437,0,1,0,0,0,0,0,0,0,0,1,0,0
0.12,0.391,0,0.6559999999999999,0.11399999999999999,0.385,498,0,0,1,0,0,0,0,1,0,0,0,0,1
0.03,0.14800000000000002,1,0.754,0.0,0.145,37,0,0,0,0,0,1,0,0,0,0,0,1,0
0.18,0.319,0,0.535,0.077,0.325,2590,0,1,0,0,0,0,1,0,0,0,0,1,0
0.05,0.179,0,0.679,0.0,0.08499999999999999,163,1,0,0,0,0,0,1,0,0,0,0,0,1
0.15,0.247,0,0.43700000000000006,0.073,0.217,1054,1,0,0,0,0,0,0,0,0,0,0,0,1
0.21,0.204,0,0.626,0.0,0.205,541,0,1,0,0,1,0,0,0,0,0,0,0,0
0.07,0.217,0,0.6859999999999999,0.018,0.145,1062,0,1,0,0,0,1,0,0,0,0,0,0,1
0.19,0.341,0,0.55,0.003,0.24100000000000002,2466,1,0,0,0,0,0,1,0,0,0,0,0,0
0.05,0.363,0,0.701,0.0,0.10900000000000001,274,0,0,1,0,1,0,0,0,0,0,0,0,0
0.21,0.385,0,0.747,0.0,0.157,1556,0,0,1,0,0,0,1,0,0,0,0,0,1
0.02,0.353,1,0.8220000000000001,0.0,0.265,88,0,0,1,0,0,0,1,0,0,0,0,0,1
0.14,0.309,0,0.294,0.317,0.24100000000000002,979,0,1,0,1,0,0,0,0,0,0,0,0,1
0.18,0.28,0,0.528,0.001,0.337,1341,1,0,0,1,0,0,0,0,0,0,0,0,1
0.12,0.35100000000000003,1,0.852,0.032,0.193,33,0,0,1,0,0,0,0,0,1,0,1,0,0
0.05,0.10400000000000001,0,0.6409999999999999,0.0,0.24100000000000002,54,0,0,0,0,1,0,0,0,0,0,0,0,1
0.21,0.18100000000000002,0,0.7390000000000001,0.0,0.097,255,0,0,0,0,1,0,0,0,0,0,0,1,0
0.07,0.191,0,0.701,0.0,0.097,327,0,0,0,0,0,0,0,0,1,0,1,0,0
0.12,0.195,0,0.354,0.11100000000000002,0.193,456,0,0,0,0,1,0,0,0,0,0,0,0,0
0.14,0.284,0,0.43,0.131,0.205,913,1,0,0,0,1,0,0,0,0,0,0,1,0
0.12,0.215,0,0.5660000000000001,0.11200000000000002,0.28900000000000003,341,0,1,0,1,0,0,0,0,0,0,0,0,1
0.11,0.239,0,0.43700000000000006,0.236,0.457,493,0,1,0,0,0,0,0,0,1,0,0,0,0
0.03,0.218,0,0.799,0.0,0.121,155,0,0,0,0,0,0,0,0,0,1,1,0,0
0.07,0.14,0,0.6940000000000001,0.0,0.097,58,0,0,0,0,0,0,0,1,0,0,1,0,0
0.12,0.313,0,0.332,0.308,0.157,1203,0,1,0,1,0,0,0,0,0,0,0,0,1
0.1,0.3,0,0.6559999999999999,0.096,0.097,910,0,1,0,0,1,0,0,0,0,0,0,0,1
0.13,0.313,0,0.377,0.24500000000000002,0.157,1596,1,0,0,0,0,0,0,1,0,0,0,0,1
0.22,0.312,0,0.596,0.0,0.08499999999999999,1516,1,0,0,0,0,0,0,1,0,0,0,0,0
0.12,0.34700000000000003,0,0.603,0.174,0.301,1752,0,0,1,1,0,0,0,0,0,0,0,1,0
0.1,0.369,0,0.6940000000000001,0.129,0.277,924,0,0,1,0,0,0,0,1,0,0,0,0,1
0.14,0.41100000000000003,0,0.611,0.11299999999999999,0.24100000000000002,517,0,0,1,0,0,0,1,0,0,0,0,1,0
0.21,0.209,0,0.596,0.0,0.277,799,1,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.253,0,0.626,0.0,0.025,817,1,0,0,0,0,0,0,0,0,0,0,1,0
0.15,0.193,0,0.43700000000000006,0.08399999999999999,0.361,343,0,0,0,0,0,0,0,0,1,0,0,0,1
0.0,0.217,0,0.762,0.0,0.253,383,0,1,0,0,0,0,0,1,0,0,0,1,0
0.09,0.28300000000000003,0,0.5579999999999999,0.10800000000000001,0.433,1111,1,0,0,1,0,0,0,0,0,0,0,0,0
0.08,0.38299999999999995,0,0.633,0.08299999999999999,0.121,560,0,0,1,1,0,0,0,0,0,1,0,0,1
0.15,0.348,0,0.513,0.192,0.529,1406,1,0,0,0,0,1,0,0,0,0,0,0,0
0.14,0.245,0,0.46799999999999997,0.253,0.337,913,0,1,0,1,0,0,0,0,0,0,0,0,1
0.04,0.20199999999999999,0,0.852,0.0,0.205,54,0,0,0,1,0,0,0,0,0,0,1,0,0
0.14,0.22,0,0.43700000000000006,0.096,0.145,423,0,0,0,0,0,1,0,0,0,0,0,0,0
0.1,0.354,0,0.747,0.122,0.157,839,0,0,1,0,0,1,0,0,0,0,0,1,0
0.09,0.11699999999999999,0,0.55,0.02,0.121,264,0,0,0,0,0,0,0,0,1,0,0,0,1
0.15,0.257,0,0.445,0.11100000000000002,0.253,848,1,0,0,0,0,1,0,0,0,0,0,1,0
0.02,0.33799999999999997,0,0.845,0.0,0.097,493,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08,0.325,1,0.912,0.017,0.181,339,0,0,1,0,0,1,0,0,0,0,0,1,0
0.15,0.376,0,0.385,0.29,0.24100000000000002,1892,1,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0.28800000000000003,0,0.845,0.0,0.073,548,1,0,0,0,0,0,0,0,1,0,0,0,0
0.16,0.386,0,0.581,0.182,0.265,1122,0,0,1,0,0,0,0,0,1,0,0,0,0
0.07,0.152,0,0.603,0.0,0.157,95,0,0,0,0,0,1,0,0,0,1,0,0,0
0.13,0.309,0,0.852,0.057999999999999996,0.337,314,1,0,0,0,1,0,0,0,0,0,1,0,0
0.16,0.315,0,0.618,0.078,0.46900000000000003,1188,0,1,0,0,0,0,0,0,0,0,0,0,1
0.16,0.301,0,0.581,0.13999999999999999,0.46900000000000003,899,0,1,0,0,0,0,0,0,1,0,0,0,1
0.22,0.331,0,0.618,0.0,0.205,1866,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.259,0,0.716,0.0,0.16899999999999998,902,1,0,0,0,0,0,0,1,0,0,0,0,0
0.04,0.253,0,0.731,0.0,0.229,175,0,1,0,0,0,0,0,1,0,0,0,1,0
0.03,0.27899999999999997,0,0.6409999999999999,0.0,0.145,168,0,1,0,0,0,1,0,0,0,0,1,0,0
0.15,0.32899999999999996,1,0.912,0.014000000000000002,0.10900000000000001,61,0,0,1,0,0,0,0,0,0,0,1,0,0
0.21,0.125,0,0.505,0.0,0.193,285,0,0,0,0,0,0,0,0,1,0,0,0,0
0.18,0.366,0,0.4,0.119,0.457,2255,0,0,1,0,0,0,0,0,1,0,0,0,0
0.02,0.258,0,0.618,0.0,0.193,367,0,1,0,0,0,0,1,0,0,0,0,0,1
0.09,0.225,0,0.581,0.034,0.08499999999999999,407,0,1,0,0,0,0,0,0,0,0,0,1,0
0.18,0.4,0,0.392,0.10600000000000001,0.193,2803,0,0,1,0,0,0,1,0,0,0,0,0,0
0.03,0.24100000000000002,0,0.7390000000000001,0.0,0.097,257,1,0,0,0,1,0,0,0,0,0,0,0,0
0.15,0.32899999999999996,0,0.392,0.24,0.301,1073,0,1,0,0,0,0,1,0,0,0,0,1,0
0.2,0.218,0,0.701,0.0,0.24100000000000002,455,0,1,0,1,0,0,0,0,0,0,0,1,0
0.07,0.363,0,0.83,0.022,0.133,1071,0,0,1,0,0,1,0,0,0,0,0,1,0
0.2,0.24600000000000002,0,0.754,0.0,0.337,646,0,1,0,0,0,0,0,1,0,0,0,0,1
0.21,0.095,0,0.55,0.0,0.517,153,0,0,0,0,0,0,0,0,1,0,0,0,0
0.16,0.275,0,0.392,0.188,0.277,1447,0,1,0,0,0,0,0,1,0,0,0,0,1
0.1,0.272,0,0.5660000000000001,0.217,0.517,10,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1,0.16,0,0.475,0.054000000000000006,0.265,216,0,0,0,0,0,0,1,0,0,0,0,0,1
0.03,0.247,1,0.89,0.0,0.181,44,0,1,0,0,0,0,0,0,1,0,1,0,0
0.19,0.287,0,0.528,0.034,0.337,1897,0,1,0,0,1,0,0,0,0,0,0,0,1
0.02,0.321,0,0.7240000000000001,0.0,0.133,502,1,0,0,1,0,0,0,0,0,0,0,0,0
0.06,0.156,0,0.5579999999999999,0.0,0.385,70,0,0,0,0,0,1,0,0,0,1,0,0,0
0.17,0.319,1,0.882,0.032,0.193,109,0,0,1,0,0,0,1,0,0,0,0,0,1
0.14,0.379,0,0.49,0.3,0.253,994,0,0,1,0,0,0,1,0,0,0,0,0,1
0.13,0.253,0,0.55,0.054000000000000006,0.34900000000000003,830,1,0,0,0,0,1,0,0,0,0,0,0,0
0.1,0.223,0,0.505,0.16899999999999998,0.145,570,0,1,0,0,0,0,0,1,0,0,0,0,1
0.1,0.34299999999999997,0,0.611,0.254,0.277,933,0,0,1,0,1,0,0,0,0,0,0,1,0
0.07,0.307,0,0.845,0.008,0.193,1493,1,0,0,0,0,1,0,0,0,0,0,1,0
0.19,0.147,0,0.415,0.0,0.277,323,0,0,0,1,0,0,0,0,0,0,0,0,0
0.11,0.37799999999999995,0,0.679,0.272,0.193,918,0,0,1,1,0,0,0,0,0,0,0,0,1
0.08,0.259,0,0.679,0.018,0.121,10,1,0,0,0,0,1,0,0,0,1,0,0,0
0.21,0.233,0,0.445,0.0,0.24100000000000002,788,1,0,0,0,0,0,0,0,1,0,0,1,0
0.08,0.359,0,0.8140000000000001,0.048,0.277,1820,0,0,1,0,0,0,1,0,0,0,0,1,0
0.07,0.159,0,0.498,0.0,0.133,280,0,0,0,0,0,0,0,0,0,0,0,0,1
0.23,0.322,1,0.8140000000000001,0.0,0.133,362,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2,0.267,0,0.55,0.0,0.121,1340,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06,0.35200000000000004,0,0.6859999999999999,0.0,0.205,687,0,0,1,0,0,1,0,0,0,0,0,0,1
0.0,0.281,0,0.596,0.0,0.217,570,1,0,0,0,0,0,0,0,1,1,0,0,0
0.21,0.40399999999999997,0,0.528,0.0,0.34900000000000003,1815,0,0,1,1,0,0,0,0,0,0,0,0,0
0.19,0.32799999999999996,0,0.46799999999999997,0.027000000000000003,0.277,2213,0,1,0,0,0,0,0,0,0,0,0,0,1
0.23,0.299,0,0.528,0.0,0.277,941,1,0,0,1,0,0,0,0,0,0,0,0,0
0.07,0.316,0,0.7390000000000001,0.020999999999999998,0.229,1553,0,0,1,0,1,0,0,0,0,0,0,1,0
0.16,0.381,0,0.377,0.258,0.46900000000000003,1717,0,0,1,0,0,0,0,0,1,0,0,0,0
0.03,0.349,0,0.807,0.0,0.049,383,0,0,1,0,0,0,0,1,0,0,0,0,1
0.09,0.33299999999999996,0,0.679,0.097,0.16899999999999998,950,0,0,1,0,0,0,0,0,0,0,1,0,0
0.04,0.306,0,0.792,0.0,0.073,104,0,1,0,0,0,1,0,0,0,0,1,0,0
0.14,0.16899999999999998,0,0.4,0.193,0.517,203,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02,0.31,0,0.649,0.0,0.24100000000000002,566,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1,0.25,0,0.55,0.13999999999999999,0.16899999999999998,762,1,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.355,0,0.762,0.048,0.08499999999999999,1174,0,0,1,0,0,0,0,0,0,0,0,0,1
0.08,0.10099999999999999,0,0.573,0.0,0.181,586,0,0,0,0,0,0,0,0,1,0,0,0,1
0.17,0.23600000000000002,0,0.6940000000000001,0.027000000000000003,0.529,479,0,0,0,0,0,0,1,0,0,0,1,0,0
0.12,0.22,0,0.37,0.22799999999999998,0.397,405,0,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.191,0,0.377,0.08199999999999999,0.277,278,0,0,0,0,0,0,0,0,1,0,0,0,1
0.1,0.225,0,0.475,0.155,0.361,500,0,1,0,0,0,0,0,1,0,0,0,0,0
0.12,0.251,0,0.354,0.182,0.24100000000000002,797,1,0,0,0,0,0,0,0,1,0,0,0,1
0.04,0.218,0,0.799,0.0,0.10900000000000001,86,0,0,0,0,0,0,0,0,0,1,1,0,0
0.2,0.187,0,0.611,0.0,0.493,171,0,0,0,0,1,0,0,0,0,0,0,0,1
0.04,0.34600000000000003,0,0.784,0.0,0.145,237,0,0,1,0,0,0,0,0,1,0,0,1,0
0.16,0.22699999999999998,0,0.5579999999999999,0.081,0.505,592,0,1,0,0,0,1,0,0,0,0,0,1,0
0.2,0.337,0,0.55,0.007000000000000001,0.313,2260,0,1,0,0,0,1,0,0,0,0,0,0,1
0.23,0.151,0,0.784,0.0,0.10900000000000001,87,0,0,0,0,0,0,0,1,0,0,0,1,0
0.06,0.342,0,0.716,0.0,0.16899999999999998,668,1,0,0,0,0,0,1,0,0,0,0,0,0
0.04,0.287,0,0.18100000000000002,0.0,0.08499999999999999,256,0,1,0,0,0,0,0,0,1,1,0,0,1
0.11,0.28300000000000003,0,0.513,0.275,0.505,9,0,1,0,0,0,0,0,0,0,0,0,0,1
0.16,0.261,0,0.799,0.032,0.157,411,0,1,0,0,0,0,0,0,1,0,0,1,0
0.11,0.18,0,0.33899999999999997,0.094,0.181,371,0,0,0,0,1,0,0,0,0,0,0,0,1
0.03,0.195,0,0.626,0.0,0.08499999999999999,192,1,0,0,0,0,0,0,0,1,0,0,0,0
0.11,0.184,0,0.385,0.08399999999999999,0.28900000000000003,178,0,0,0,0,0,1,0,0,0,1,0,0,1
0.19,0.28300000000000003,0,0.528,0.0,0.193,1475,1,0,0,0,0,0,0,0,0,0,0,0,1
0.13,0.28800000000000003,0,0.49,0.20099999999999998,0.301,1040,1,0,0,1,0,0,0,0,0,0,0,0,1
0.14,0.325,0,0.445,0.18,0.913,918,0,1,0,0,1,0,0,0,0,0,0,0,0
0.18,0.132,0,0.452,0.0,0.145,541,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04,0.196,0,0.7390000000000001,0.0,0.16899999999999998,91,0,0,0,0,0,0,0,0,1,0,1,0,0
0.07,0.195,0,0.852,0.0,0.181,827,1,0,0,0,0,1,0,0,0,0,1,0,0
0.13,0.337,0,0.6559999999999999,0.192,0.397,1499,0,1,0,0,0,0,1,0,0,1,1,0,0
0.0,0.377,0,0.762,0.0,0.277,862,0,0,1,1,0,0,0,0,0,0,0,0,1
0.21,0.259,0,0.7390000000000001,0.0,0.253,5,1,0,0,0,0,0,0,0,1,0,1,0,0
0.03,0.247,0,0.762,0.0,0.073,399,1,0,0,0,0,0,0,1,0,0,0,0,1
0.05,0.28300000000000003,0,0.6409999999999999,0.0,0.16899999999999998,75,0,1,0,1,0,0,0,0,0,0,0,1,0
0.19,0.34600000000000003,0,0.513,0.045,0.361,2669,0,1,0,0,0,1,0,0,0,0,0,0,0
0.01,0.231,0,0.769,0.0,0.457,354,0,1,0,0,0,0,0,0,0,0,0,0,1
0.07,0.345,0,0.7390000000000001,0.01,0.097,1342,0,0,1,1,0,0,0,0,0,0,0,0,0
0.02,0.196,0,0.716,0.0,0.205,181,0,0,0,0,0,0,0,0,1,0,1,0,0
0.15,0.251,0,0.36200000000000004,0.21200000000000002,0.24100000000000002,628,0,1,0,0,0,0,0,0,0,0,0,0,1
0.17,0.368,0,0.43,0.121,0.157,2207,1,0,0,0,0,0,0,0,0,0,0,0,0
0.15,0.305,0,0.52,0.186,0.517,794,0,1,0,1,0,0,0,0,0,0,0,0,1
0.01,0.22899999999999998,0,0.83,0.0,0.10900000000000001,165,1,0,0,1,0,0,0,0,0,0,1,0,0
0.19,0.21899999999999997,0,0.6859999999999999,0.002,0.337,579,0,1,0,1,0,0,0,0,0,0,0,0,1
0.19,0.207,0,0.596,0.0,0.217,543,0,0,0,0,0,1,0,0,0,0,0,1,0
0.11,0.344,0,0.528,0.20299999999999999,0.277,15,1,0,0,0,0,0,0,0,1,0,0,0,1
0.07,0.192,0,0.679,0.0,0.157,300,0,0,0,1,0,0,0,0,0,0,0,0,1
0.21,0.233,0,0.588,0.0,0.265,631,0,1,0,0,0,0,0,1,0,0,0,1,0
0.14,0.35700000000000004,0,0.483,0.121,0.16899999999999998,10,1,0,0,1,0,0,0,0,0,0,0,0,1
0.12,0.35,0,0.528,0.29300000000000004,0.253,1242,0,0,1,0,0,0,0,0,1,0,0,0,1
0.03,0.34700000000000003,0,0.8370000000000001,0.0,0.541,186,0,0,1,1,0,0,0,0,0,0,0,0,0
0.19,0.337,0,0.6559999999999999,0.003,0.397,2504,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.155,0,0.581,0.0,0.337,164,0,1,0,0,0,0,0,1,0,0,0,0,1
0.1,0.321,0,0.649,0.141,0.181,10,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.349,0,0.799,0.034,0.409,414,0,0,1,0,0,0,0,0,1,0,0,0,1
0.21,0.221,0,0.43700000000000006,0.0,0.145,544,0,1,0,0,0,0,0,1,0,0,0,0,1
0.1,0.303,0,0.603,0.263,0.421,883,0,1,0,1,0,0,0,0,0,0,0,0,1
0.11,0.19699999999999998,0,0.701,0.032,0.145,252,0,0,0,0,0,0,0,1,0,0,1,0,0
0.2,0.157,0,0.513,0.0,0.325,305,0,0,0,0,1,0,0,0,0,0,0,0,0
0.21,0.245,0,0.573,0.0,0.205,1404,1,0,0,0,0,0,0,1,0,0,0,0,0
0.03,0.26899999999999996,0,0.611,0.0,0.08499999999999999,338,1,0,0,0,0,0,1,0,0,0,0,0,1
0.23,0.254,0,0.649,0.0,0.277,846,0,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.306,0,0.37,0.10500000000000001,0.409,1700,1,0,0,1,0,0,0,0,0,0,0,0,1
0.0,0.313,0,0.731,0.0,0.16899999999999998,6,1,0,0,0,0,0,0,0,1,0,0,0,1
0.22,0.336,1,0.912,0.0,0.181,71,0,0,1,0,0,0,0,0,1,0,0,0,0
0.01,0.258,0,0.611,0.0,0.217,561,0,1,0,0,0,0,0,0,0,0,0,0,1
0.04,0.318,0,0.769,0.0,0.10900000000000001,178,0,0,1,0,0,1,0,0,0,0,0,1,0
0.07,0.222,0,0.777,0.0,0.145,269,1,0,0,1,0,0,0,0,0,0,0,1,0
0.07,0.312,0,0.92,0.006,0.145,1093,0,0,1,1,0,0,0,0,0,0,1,0,0
0.1,0.307,0,0.46799999999999997,0.202,0.421,432,1,0,0,0,0,1,0,0,0,1,0,0,0
0.02,0.331,1,0.905,0.0,0.121,357,0,0,1,0,0,0,1,0,0,0,1,0,0
0.17,0.349,0,0.799,0.067,0.133,1371,0,0,1,0,0,1,0,0,0,0,0,0,0
0.17,0.34,0,0.618,0.052000000000000005,0.16899999999999998,1412,0,0,1,0,0,0,0,0,0,0,0,0,0
0.13,0.374,0,0.43700000000000006,0.282,0.265,1071,0,0,1,0,0,0,0,0,0,0,0,0,1
0.13,0.369,0,0.49,0.20800000000000002,0.493,1495,0,0,1,0,0,0,0,1,0,0,0,0,1
0.23,0.365,0,0.769,0.0,0.253,1333,0,0,1,0,1,0,0,0,0,0,0,0,1
0.14,0.171,0,0.649,0.05500000000000001,0.10900000000000001,230,0,0,0,0,0,0,0,1,0,0,0,1,0
0.11,0.23600000000000002,0,0.664,0.087,0.16899999999999998,632,1,0,0,0,0,0,0,0,1,0,1,0,0
0.19,0.293,0,0.498,0.0,0.24100000000000002,2155,1,0,0,0,0,0,1,0,0,0,0,0,0
0.18,0.183,0,0.845,0.0,0.097,286,0,0,0,0,0,1,0,0,0,0,1,0,0
0.23,0.20600000000000002,0,0.701,0.0,0.157,437,0,1,0,0,1,0,0,0,0,0,0,1,0
0.16,0.40700000000000003,0,0.573,0.091,0.28900000000000003,915,0,0,1,0,0,1,0,0,0,0,0,0,1
0.14,0.29,0,0.573,0.122,0.229,953,0,1,0,0,0,0,0,0,1,0,0,0,0
0.21,0.369,1,0.7240000000000001,0.0,0.265,204,0,0,1,0,1,0,0,0,0,0,0,0,0
0.14,0.23399999999999999,0,0.754,0.06899999999999999,0.16899999999999998,577,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05,0.33899999999999997,0,0.6559999999999999,0.0,0.061,237,0,0,1,0,0,0,0,0,0,0,0,0,0
0.12,0.345,0,0.5579999999999999,0.28500000000000003,0.481,1226,1,0,0,0,0,1,0,0,0,0,0,0,0
0.1,0.32799999999999996,0,0.633,0.144,0.229,881,1,0,0,0,0,1,0,0,0,0,0,0,1
0.11,0.369,0,0.528,0.177,0.181,983,0,0,1,0,0,1,0,0,0,0,0,1,0
0.23,0.22899999999999998,0,0.513,0.0,0.421,393,0,1,0,0,0,1,0,0,0,0,0,0,0
0.14,0.401,0,0.55,0.262,0.205,776,0,0,1,1,0,0,0,0,0,0,0,1,0
0.13,0.424,0,0.46799999999999997,0.312,0.145,638,0,0,1,0,0,0,0,0,1,0,0,0,0
0.05,0.247,0,0.6709999999999999,0.0,0.133,214,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0,0.263,0,0.754,0.0,0.121,408,0,1,0,1,0,0,0,0,0,0,1,0,0
0.23,0.377,0,0.777,0.0,0.16899999999999998,1278,0,0,1,0,1,0,0,0,0,0,0,1,0
0.16,0.161,0,0.36200000000000004,0.054000000000000006,0.445,269,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04,0.325,1,0.807,0.0,0.097,248,1,0,0,0,0,0,0,1,0,0,0,0,0
0.12,0.2,0,0.7240000000000001,0.0,0.313,272,0,0,0,0,1,0,0,0,0,0,1,0,0
0.17,0.366,0,0.5429999999999999,0.18,0.34900000000000003,2116,0,0,1,1,0,0,0,0,0,1,0,1,0
0.17,0.405,0,0.596,0.05500000000000001,0.34900000000000003,1368,0,0,1,0,0,1,0,0,0,0,0,0,1
0.03,0.289,0,0.7090000000000001,0.0,0.121,339,1,0,0,0,0,0,0,0,0,1,0,0,0
0.23,0.317,0,0.731,0.0,0.253,1466,0,0,1,0,0,0,0,0,1,0,0,1,0
0.12,0.413,0,0.513,0.319,0.28900000000000003,683,0,0,1,0,1,0,0,0,0,0,0,0,0
0.15,0.316,0,0.377,0.27999999999999997,0.445,1125,0,1,0,0,0,0,0,0,1,0,0,0,1
0.22,0.207,0,0.588,0.0,0.205,362,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06,0.309,0,0.807,0.005,0.061,332,0,0,1,0,0,0,0,0,0,0,1,0,0
0.22,0.265,0,0.8220000000000001,0.0,0.301,14,0,1,0,0,0,0,1,0,0,0,1,0,0
0.12,0.373,0,0.52,0.292,0.28900000000000003,996,0,0,1,0,0,1,0,0,0,0,0,1,0
0.16,0.308,0,0.37,0.10700000000000001,0.277,12,1,0,0,0,0,0,0,0,0,0,0,0,1
