hora,temperatura,chuva,umidade,sol,vento,estação_outono,estação_primavera,estação_verão,dia_quarta,dia_quinta,dia_segunda,dia_sexta,dia_sábado,dia_terça,feriado_sim,visibilidade_Umidade de 0% a 30%,visibilidade_Umidade de 30% a 60%,visibilidade_Umidade de 60% a 95%
0.06,0.34,0,0.777,0.0,0.265,0,0,1,0,0,0,0,1,0,0,0,0,1
0.1,0.35,0,0.633,0.233,0.205,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2,0.187,0,0.43,0.0,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0.152,0,0.581,0.0,0.181,0,0,0,1,0,0,0,0,0,0,0,0,0
0.19,0.254,0,0.535,0.003,0.265,0,1,0,0,0,1,0,0,0,0,1,0,0
0.12,0.331,0,0.5579999999999999,0.265,0.265,0,1,0,0,0,1,0,0,0,0,1,0,0
0.14,0.37200000000000005,0,0.40700000000000003,0.314,0.301,0,1,0,0,0,0,0,1,0,0,0,1,0
0.02,0.374,0,0.7090000000000001,0.0,0.205,0,0,1,0,0,0,0,0,1,0,0,0,0
0.07,0.314,0,0.747,0.041999999999999996,0.133,0,0,1,0,0,0,0,0,0,0,0,1,0
0.19,0.325,0,0.6709999999999999,0.025,0.373,0,1,0,0,0,1,0,0,0,0,1,0,0
0.08,0.205,0,0.875,0.0,0.24100000000000002,0,0,0,0,0,0,0,0,0,0,1,0,0
0.14,0.249,0,0.37,0.24300000000000002,0.205,0,0,0,0,0,1,0,0,0,0,0,0,1
0.17,0.24600000000000002,1,0.897,0.011,0.253,0,1,0,0,0,1,0,0,0,0,0,1,0
0.12,0.221,0,0.7240000000000001,0.089,0.385,0,1,0,0,0,0,1,0,0,0,0,0,1
0.19,0.33799999999999997,0,0.611,0.003,0.28900000000000003,1,0,0,0,0,0,0,0,1,0,0,0,0
0.15,0.379,0,0.40700000000000003,0.282,0.265,0,1,0,0,0,0,0,1,0,0,0,1,0
0.05,0.222,0,0.8220000000000001,0.0,0.181,0,1,0,0,0,0,0,0,0,0,0,1,0
0.04,0.257,0,0.799,0.0,0.037,1,0,0,0,0,1,0,0,0,0,0,1,0
0.19,0.162,0,0.52,0.0,0.025,0,0,0,0,0,0,1,0,0,0,0,0,0
0.19,0.204,0,0.483,0.001,0.337,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03,0.152,0,0.46799999999999997,0.0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19,0.359,0,0.5660000000000001,0.018,0.229,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1,0.18899999999999997,0,0.513,0.11599999999999999,0.157,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.33,0,0.792,0.0,0.217,0,0,1,0,0,0,0,0,0,0,1,0,0
0.18,0.168,1,0.867,0.0,0.073,0,0,0,0,0,0,0,0,1,0,1,0,0
0.08,0.11199999999999999,0,0.505,0.0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13,0.16699999999999998,0,0.392,0.23500000000000001,0.385,0,0,0,0,0,0,1,0,0,0,0,0,1
0.21,0.341,1,0.92,0.0,0.097,0,0,1,1,0,0,0,0,0,0,1,0,0
0.1,0.228,0,0.528,0.179,0.28900000000000003,0,1,0,0,0,0,1,0,0,0,0,0,1
0.02,0.331,0,0.845,0.0,0.145,0,0,1,0,0,0,0,1,0,0,1,0,0
0.2,0.201,0,0.52,0.0,0.421,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1,0.231,0,0.8370000000000001,0.015,0.373,0,1,0,0,0,0,1,0,0,0,0,0,0
0.07,0.22,0,0.626,0.0,0.361,0,0,0,1,0,0,0,0,0,0,1,0,0
0.09,0.254,1,0.89,0.006,0.277,1,0,0,0,0,0,0,1,0,0,0,1,0
0.03,0.285,0,0.701,0.0,0.08499999999999999,0,1,0,0,0,0,0,1,0,0,0,1,0
0.14,0.317,0,0.40700000000000003,0.257,0.385,0,1,0,0,0,0,0,1,0,0,0,0,1
0.06,0.166,0,0.46799999999999997,0.0,0.145,0,0,0,0,1,0,0,0,0,1,0,0,0
0.16,0.192,0,0.354,0.051000000000000004,0.373,0,0,0,0,1,0,0,0,0,0,0,0,0
0.09,0.22899999999999998,0,0.664,0.05,0.145,1,0,0,0,1,0,0,0,0,0,0,1,0
0.08,0.133,0,0.46,0.001,0.157,0,0,0,0,1,0,0,0,0,0,0,0,0
0.17,0.22899999999999998,0,0.37,0.10700000000000001,0.373,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15,0.272,1,0.912,0.012,0.121,0,1,0,1,0,0,0,0,0,0,1,0,0
0.01,0.355,0,0.784,0.0,0.049,0,0,1,1,0,0,0,0,0,0,0,1,0
0.17,0.307,1,0.8140000000000001,0.028000000000000004,0.24100000000000002,0,1,0,0,0,0,0,0,1,1,1,0,0
0.01,0.175,0,0.611,0.0,0.541,0,0,0,0,0,1,0,0,0,1,0,0,1
0.0,0.15,0,0.633,0.0,0.24100000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0
0.12,0.16399999999999998,0,0.43,0.092,0.133,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09,0.218,0,0.8140000000000001,0.003,0.10900000000000001,0,0,0,0,0,0,0,1,0,0,1,0,0
0.07,0.18100000000000002,0,0.43700000000000006,0.0,0.145,0,0,0,0,0,1,0,0,0,0,0,0,0
0.07,0.369,0,0.792,0.012,0.24100000000000002,0,0,1,0,0,0,0,1,0,0,0,0,1
0.23,0.247,0,0.505,0.0,0.16899999999999998,0,1,0,0,0,0,0,0,1,0,0,0,1
0.14,0.21899999999999997,0,0.317,0.096,0.16899999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1
0.13,0.379,0,0.43,0.32999999999999996,0.28900000000000003,0,0,1,0,0,0,0,1,0,0,0,0,1
0.13,0.34299999999999997,0,0.603,0.294,0.337,0,1,0,1,0,0,0,0,0,0,0,0,1
0.14,0.41700000000000004,0,0.513,0.225,0.217,0,0,1,0,0,1,0,0,0,0,0,0,0
0.18,0.29100000000000004,1,0.731,0.011,0.181,0,1,0,0,0,0,0,0,0,0,0,0,1
0.05,0.268,0,0.807,0.0,0.121,0,1,0,0,1,0,0,0,0,0,1,0,0
0.0,0.379,0,0.769,0.0,0.277,0,0,1,0,0,0,0,1,0,0,0,1,0
0.14,0.425,0,0.49,0.268,0.373,0,0,1,0,0,0,0,0,1,0,0,0,1
0.16,0.253,0,0.452,0.10200000000000001,0.409,0,1,0,0,0,0,0,0,1,0,0,0,0
0.22,0.25,0,0.603,0.0,0.265,1,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.28600000000000003,1,0.905,0.0,0.061,0,1,0,0,0,0,0,0,1,0,1,0,0
0.22,0.29100000000000004,1,0.875,0.0,0.337,1,0,0,0,1,0,0,0,0,0,0,0,1
0.06,0.109,0,0.581,0.0,0.133,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09,0.233,0,0.581,0.101,0.217,1,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.36,0,0.52,0.191,0.217,0,0,1,0,0,0,1,0,0,0,0,0,0
0.04,0.32,0,0.86,0.0,0.121,0,0,1,0,0,0,0,0,0,0,1,0,0
0.23,0.209,0,0.86,0.0,0.181,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04,0.33399999999999996,0,0.596,0.0,0.193,0,0,1,0,0,0,0,1,0,0,0,0,0
0.17,0.14,0,0.43700000000000006,0.031,0.505,0,0,0,0,0,1,0,0,0,0,0,0,0
0.21,0.331,0,0.55,0.0,0.229,1,0,0,0,1,0,0,0,0,0,0,0,0
0.03,0.32899999999999996,0,0.845,0.0,0.133,0,0,1,0,0,0,0,1,0,0,1,0,0
0.18,0.37,0,0.528,0.123,0.301,0,0,1,0,0,0,0,1,0,0,0,0,1
0.14,0.252,0,0.287,0.16999999999999998,0.157,1,0,0,1,0,0,0,0,0,0,0,0,1
0.1,0.337,0,0.731,0.22400000000000003,0.397,1,0,0,0,0,1,0,0,0,0,0,0,0
0.14,0.235,0,0.649,0.16399999999999998,0.313,0,1,0,0,0,0,1,0,0,0,0,0,1
0.08,0.325,0,0.769,0.051000000000000004,0.10900000000000001,0,0,1,0,0,0,0,0,0,0,1,0,0
0.19,0.313,1,0.8220000000000001,0.008,0.16899999999999998,0,0,1,0,0,0,0,0,1,0,0,0,1
0.18,0.243,0,0.475,0.005,0.445,1,0,0,0,0,0,0,1,0,0,0,0,0
0.23,0.21100000000000002,0,0.535,0.0,0.181,0,1,0,0,0,0,1,0,0,0,0,0,0
0.01,0.309,0,0.762,0.0,0.10900000000000001,0,0,1,1,0,0,0,0,0,0,0,0,0
0.13,0.172,0,0.392,0.122,0.24100000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0
0.18,0.303,0,0.4,0.016,0.361,1,0,0,0,0,0,0,0,1,0,0,0,0
0.23,0.175,0,0.633,0.0,0.325,0,0,0,0,0,0,1,0,0,0,0,1,0
0.1,0.171,0,0.354,0.08,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0.18899999999999997,0,0.633,0.071,0.373,0,0,0,0,0,0,0,1,0,0,1,0,0
0.16,0.419,0,0.52,0.184,0.337,0,0,1,0,0,0,0,0,0,0,0,0,1
0.22,0.258,0,0.633,0.0,0.301,0,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.27899999999999997,0,0.5660000000000001,0.092,0.301,0,1,0,0,0,0,0,1,0,0,0,0,1
0.03,0.327,0,0.6409999999999999,0.0,0.181,1,0,0,0,0,0,1,0,0,0,0,0,0
0.13,0.33399999999999996,1,0.912,0.03,0.097,0,0,1,1,0,0,0,0,0,0,1,0,0
0.02,0.215,0,0.769,0.0,0.205,0,1,0,0,0,0,0,1,0,0,1,0,0
0.04,0.133,0,0.596,0.0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0.361,0,0.852,0.0,0.097,0,0,1,0,0,1,0,0,0,0,1,0,0
0.02,0.257,0,0.7390000000000001,0.0,0.253,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06,0.209,0,0.505,0.0,0.433,0,1,0,0,0,0,0,0,1,0,0,0,0
0.13,0.397,0,0.5660000000000001,0.296,0.301,0,0,1,1,0,0,0,0,0,0,0,1,0
0.17,0.33,0,0.6709999999999999,0.047,0.313,0,1,0,0,0,0,1,0,0,1,1,0,0
0.07,0.28300000000000003,0,0.49,0.012,0.061,0,1,0,0,0,0,0,0,0,0,0,0,0
0.06,0.187,0,0.498,0.0,0.133,0,1,0,0,0,0,0,1,0,0,0,0,1
0.04,0.2,0,0.55,0.0,0.073,1,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.315,0,0.716,0.026000000000000002,0.157,1,0,0,1,0,0,0,0,0,0,0,0,1
0.18,0.265,0,0.505,0.040999999999999995,0.361,0,1,0,0,0,1,0,0,0,0,1,0,0
0.1,0.275,0,0.611,0.133,0.16899999999999998,1,0,0,0,1,0,0,0,0,0,0,0,0
0.12,0.33299999999999996,0,0.912,0.046,0.145,0,0,1,1,0,0,0,0,0,0,0,1,0
0.14,0.175,0,0.385,0.11200000000000002,0.397,0,0,0,0,0,0,0,1,0,0,0,0,1
0.16,0.201,0,0.42200000000000004,0.027000000000000003,0.145,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0.294,0,0.588,0.0,0.205,1,0,0,1,0,0,0,0,0,0,0,0,0
0.19,0.349,0,0.7090000000000001,0.024,0.24100000000000002,0,0,1,1,0,0,0,0,0,0,0,1,0
0.1,0.285,0,0.5579999999999999,0.197,0.145,0,1,0,0,0,0,1,0,0,0,0,1,0
0.21,0.188,0,0.535,0.0,0.34900000000000003,0,0,0,0,0,0,1,0,0,0,0,0,1
0.09,0.24600000000000002,0,0.513,0.033,0.061,0,1,0,0,0,0,0,0,1,0,0,1,0
0.07,0.252,0,0.86,0.001,0.16899999999999998,0,1,0,1,0,0,0,0,0,0,0,0,0
0.14,0.413,0,0.505,0.23700000000000002,0.337,0,0,1,0,1,0,0,0,0,0,0,0,0
0.04,0.221,0,0.596,0.0,0.073,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1,0.251,0,0.6940000000000001,0.10600000000000001,0.10900000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0
0.08,0.374,0,0.747,0.05600000000000001,0.16899999999999998,0,0,1,0,0,0,0,1,0,0,0,0,1
0.18,0.375,0,0.528,0.057999999999999996,0.181,1,0,0,0,0,0,0,0,1,0,0,0,0
0.16,0.395,0,0.43,0.188,0.277,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1,0.32899999999999996,0,0.505,0.189,0.157,1,0,0,0,0,0,1,0,0,0,0,0,0
0.12,0.218,0,0.573,0.045,0.16899999999999998,0,0,0,0,0,0,0,0,1,0,1,0,0
0.23,0.33,0,0.912,0.0,0.133,0,1,0,1,0,0,0,0,0,0,1,0,0
0.03,0.373,0,0.731,0.0,0.193,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08,0.374,0,0.784,0.049,0.217,0,0,1,1,0,0,0,0,0,0,0,1,0
0.23,0.08800000000000001,0,0.46799999999999997,0.0,0.505,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03,0.278,0,0.649,0.0,0.193,0,1,0,0,0,0,0,1,0,0,1,0,0
0.02,0.14300000000000002,0,0.618,0.0,0.265,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0.121,0,0.52,0.0,0.10900000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.159,1,0.679,0.045,0.157,0,0,0,0,0,0,0,1,0,0,0,1,0
0.02,0.215,0,0.792,0.0,0.145,1,0,0,0,0,1,0,0,0,0,0,0,1
0.22,0.21600000000000003,0,0.528,0.0,0.121,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0,0.293,1,0.89,0.0,0.24100000000000002,1,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0.375,1,0.807,0.039,0.505,0,0,1,0,0,0,0,1,0,0,0,1,0
0.12,0.33799999999999997,0,0.498,0.273,0.193,1,0,0,0,1,0,0,0,0,0,0,0,0
0.08,0.309,1,0.912,0.006,0.16899999999999998,0,0,1,0,1,0,0,0,0,0,1,0,0
0.12,0.281,0,0.581,0.265,0.325,0,1,0,0,0,1,0,0,0,0,1,0,0
0.19,0.287,0,0.7390000000000001,0.034999999999999996,0.457,0,1,0,0,0,0,1,0,0,0,0,1,0
0.01,0.376,0,0.716,0.0,0.16899999999999998,0,0,1,0,0,0,0,0,1,0,0,0,0
0.17,0.37799999999999995,0,0.445,0.187,0.541,0,0,1,0,0,0,0,1,0,0,0,0,0
0.01,0.258,0,0.769,0.0,0.157,1,0,0,0,1,0,0,0,0,0,1,0,0
0.15,0.285,0,0.42200000000000004,0.202,0.373,0,1,0,0,0,1,0,0,0,0,1,0,0
0.17,0.249,0,0.392,0.028999999999999998,0.313,1,0,0,0,0,0,0,0,1,0,0,0,0
0.03,0.145,0,0.5579999999999999,0.0,0.229,0,1,0,0,0,0,0,1,0,0,0,0,1
0.23,0.145,0,0.611,0.0,0.229,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04,0.371,0,0.792,0.0,0.205,0,0,1,0,0,0,0,1,0,0,0,0,1
0.17,0.23399999999999999,0,0.452,0.18,0.661,0,1,0,1,0,0,0,0,0,0,0,0,0
0.01,0.34700000000000003,0,0.6940000000000001,0.0,0.08499999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0
0.01,0.305,0,0.716,0.0,0.217,0,1,0,0,0,0,0,0,1,0,0,0,1
0.02,0.28300000000000003,1,0.912,0.0,0.325,0,1,0,1,0,0,0,0,0,0,1,0,0
0.12,0.35100000000000003,0,0.581,0.33799999999999997,0.421,0,0,1,1,0,0,0,0,0,0,0,1,0
0.0,0.221,0,0.649,0.0,0.301,1,0,0,0,1,0,0,0,0,0,0,0,1
0.15,0.38,0,0.611,0.21000000000000002,0.265,0,0,1,0,0,0,0,0,1,0,0,0,0
0.22,0.209,0,0.679,0.0,0.34900000000000003,0,1,0,0,1,0,0,0,0,0,0,1,0
0.0,0.18100000000000002,0,0.633,0.0,0.253,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05,0.33299999999999996,0,0.905,0.0,0.061,0,0,1,0,0,0,0,0,1,0,0,0,1
0.1,0.304,0,0.528,0.217,0.373,0,1,0,0,0,0,0,1,0,0,0,0,1
0.09,0.263,0,0.7240000000000001,0.068,0.421,1,0,0,1,0,0,0,0,0,0,0,0,1
0.14,0.317,0,0.354,0.223,0.301,1,0,0,0,0,0,0,0,0,0,0,0,1
0.11,0.348,0,0.8220000000000001,0.027000000000000003,0.301,0,0,1,0,0,0,0,0,1,0,0,0,1
0.09,0.24100000000000002,0,0.5579999999999999,0.11299999999999999,0.121,1,0,0,0,0,1,0,0,0,0,0,0,1
0.05,0.145,0,0.392,0.0,0.16899999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0
0.02,0.317,0,0.626,0.0,0.205,1,0,0,0,0,0,0,0,1,0,0,0,0
0.15,0.321,0,0.377,0.176,0.16899999999999998,1,0,0,0,0,0,1,0,0,0,0,0,0
0.08,0.243,0,0.5429999999999999,0.06899999999999999,0.157,0,1,0,0,0,0,0,0,1,0,0,0,1
0.08,0.207,0,0.845,0.003,0.301,0,1,0,0,1,0,0,0,0,0,0,0,0
0.06,0.10400000000000001,0,0.611,0.0,0.157,0,0,0,1,0,0,0,0,0,0,0,0,0
0.14,0.364,0,0.483,0.32599999999999996,0.24100000000000002,0,0,1,0,0,0,0,1,0,0,0,0,1
0.21,0.166,0,0.392,0.0,0.265,0,0,0,0,1,0,0,0,0,0,0,0,0
0.03,0.19899999999999998,0,0.86,0.0,0.145,1,0,0,0,0,1,0,0,0,0,1,0,0
0.01,0.301,0,0.875,0.0,0.133,0,0,1,0,1,0,0,0,0,0,0,0,1
0.14,0.183,0,0.294,0.23900000000000002,0.505,0,0,0,0,0,0,0,1,0,1,0,0,0
0.07,0.11599999999999999,0,0.46799999999999997,0.0,0.301,0,0,0,1,0,0,0,0,0,0,0,0,0
0.03,0.12300000000000001,0,0.483,0.0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11,0.138,0,0.392,0.088,0.277,0,0,0,1,0,0,0,0,0,0,0,0,0
0.02,0.27699999999999997,0,0.731,0.0,0.08499999999999999,1,0,0,0,0,0,0,0,1,0,0,0,0
0.09,0.156,0,0.40700000000000003,0.028000000000000004,0.08499999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.191,0,0.6859999999999999,0.0,0.229,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1,0.261,0,0.483,0.177,0.229,1,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.147,0,0.4,0.13999999999999999,0.457,0,0,0,0,0,1,0,0,0,0,0,0,0
0.21,0.16899999999999998,0,0.528,0.0,0.28900000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0
0.13,0.235,0,0.6940000000000001,0.057999999999999996,0.145,0,0,0,0,0,0,0,1,0,0,1,0,0
0.19,0.317,0,0.55,0.0,0.205,1,0,0,0,0,0,0,1,0,1,0,0,0
0.17,0.28800000000000003,0,0.55,0.026000000000000002,0.265,1,0,0,0,0,0,1,0,0,0,0,0,1
0.23,0.172,0,0.807,0.0,0.145,0,0,0,0,0,0,0,0,1,0,0,1,0
0.16,0.313,0,0.6709999999999999,0.197,0.373,0,1,0,0,0,0,0,0,0,0,0,1,0
0.11,0.237,0,0.505,0.174,0.229,0,1,0,0,0,0,0,0,1,0,0,0,1
0.08,0.075,0,0.40700000000000003,0.0,0.217,0,0,0,1,0,0,0,0,0,0,0,0,0
0.14,0.40399999999999997,0,0.588,0.209,0.529,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2,0.257,1,0.867,0.0,0.505,0,1,0,0,0,1,0,0,0,0,0,1,0
0.13,0.337,0,0.475,0.22799999999999998,0.229,1,0,0,0,1,0,0,0,0,0,0,0,0
0.16,0.318,1,0.867,0.041999999999999996,0.16899999999999998,0,0,1,0,0,0,1,0,0,0,0,0,1
0.21,0.27899999999999997,0,0.7240000000000001,0.0,0.145,1,0,0,0,0,0,0,0,1,0,0,0,1
0.14,0.205,0,0.86,0.019,0.325,0,0,0,0,0,0,0,0,0,1,1,0,0
0.05,0.37200000000000005,0,0.633,0.0,0.217,0,0,1,0,0,0,0,0,1,0,0,0,0
0.0,0.27399999999999997,0,0.777,0.0,0.28900000000000003,0,1,0,1,0,0,0,0,0,0,0,1,0
0.16,0.213,0,0.43,0.04,0.217,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2,0.382,0,0.6409999999999999,0.0,0.433,0,0,1,0,0,1,0,0,0,0,0,0,1
0.01,0.27699999999999997,0,0.37,0.0,0.24100000000000002,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2,0.385,0,0.679,0.002,0.361,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2,0.36700000000000005,0,0.528,0.001,0.16899999999999998,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06,0.23399999999999999,0,0.596,0.0,0.16899999999999998,0,1,0,0,1,0,0,0,0,0,0,1,0
0.13,0.273,0,0.528,0.271,0.433,0,1,0,0,0,0,0,0,0,0,0,0,1
0.05,0.29100000000000004,0,0.769,0.0,0.073,1,0,0,0,0,0,0,0,0,0,0,0,0
0.14,0.22899999999999998,0,0.324,0.236,0.253,0,0,0,0,0,0,0,1,0,0,0,0,1
0.2,0.207,0,0.596,0.0,0.145,0,0,0,0,0,0,0,0,0,0,0,1,0
0.19,0.27699999999999997,0,0.762,0.004,0.265,0,1,0,0,0,0,0,0,1,0,0,1,0
0.07,0.209,0,0.513,0.002,0.517,0,1,0,0,0,0,0,0,1,0,0,0,0
0.08,0.321,1,0.731,0.03,0.121,0,0,1,0,0,0,1,0,0,0,0,0,0
0.17,0.391,0,0.603,0.182,0.433,0,0,1,0,0,0,0,1,0,0,0,0,1
0.13,0.19899999999999998,0,0.37,0.11599999999999999,0.217,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.27,0,0.7240000000000001,0.0,0.24100000000000002,1,0,0,0,0,0,0,1,0,0,0,0,0
0.15,0.32799999999999996,0,0.475,0.209,0.421,0,1,0,1,0,0,0,0,0,0,0,0,0
0.15,0.34700000000000003,0,0.46799999999999997,0.185,0.277,0,1,0,0,1,0,0,0,0,0,0,0,1
0.2,0.287,0,0.46,0.0,0.253,1,0,0,0,0,0,0,0,1,0,0,0,0
0.19,0.257,0,0.505,0.0,0.265,1,0,0,0,0,0,0,1,0,0,0,0,0
0.01,0.29100000000000004,0,0.6559999999999999,0.0,0.10900000000000001,0,1,0,0,0,0,0,1,0,0,0,0,1
0.11,0.163,0,0.475,0.154,0.16899999999999998,0,0,0,0,1,0,0,0,0,0,0,0,1
0.21,0.128,0,0.475,0.0,0.145,0,0,0,1,0,0,0,0,0,0,0,0,0
0.18,0.187,0,0.46,0.006,0.385,0,0,0,0,0,0,1,0,0,0,0,0,1
0.23,0.231,1,0.905,0.0,0.181,0,1,0,0,0,0,1,0,0,0,0,0,1
0.09,0.294,0,0.7090000000000001,0.03,0.205,0,1,0,0,0,0,0,0,0,0,0,1,0
0.17,0.306,0,0.475,0.045,0.277,1,0,0,0,0,1,0,0,0,1,0,0,0
0.11,0.365,0,0.799,0.093,0.133,0,0,1,1,0,0,0,0,0,0,0,1,0
0.03,0.391,0,0.6940000000000001,0.0,0.193,0,0,1,0,1,0,0,0,0,0,0,1,0
0.09,0.14400000000000002,0,0.633,0.009,0.097,0,0,0,0,0,0,1,0,0,0,0,1,0
0.15,0.344,0,0.377,0.238,0.217,1,0,0,0,0,0,0,0,1,1,0,0,0
0.17,0.155,0,0.377,0.02,0.28900000000000003,0,0,0,1,0,0,0,0,0,0,0,0,0
0.08,0.261,0,0.649,0.062,0.097,0,1,0,0,1,0,0,0,0,0,0,1,0
0.08,0.27,0,0.588,0.068,0.16899999999999998,0,1,0,0,0,0,1,0,0,0,0,1,0
0.21,0.369,0,0.701,0.0,0.253,0,0,1,0,0,0,0,0,1,0,0,1,0
0.09,0.214,1,0.89,0.0,0.133,0,0,0,0,0,0,0,0,0,1,1,0,0
0.18,0.23199999999999998,0,0.7240000000000001,0.0,0.10900000000000001,1,0,0,0,0,0,0,0,0,0,1,0,0
0.19,0.29600000000000004,0,0.43,0.034,0.181,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06,0.139,0,0.445,0.0,0.181,0,0,0,0,1,0,0,0,0,0,0,0,0
0.23,0.21,0,0.603,0.0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03,0.335,0,0.92,0.0,0.025,0,0,1,1,0,0,0,0,0,0,0,0,1
0.13,0.354,1,0.8370000000000001,0.071,0.229,0,0,1,0,0,0,0,1,0,0,1,0,0
0.0,0.282,0,0.385,0.0,0.277,0,1,0,0,0,0,0,1,0,0,0,0,0
0.15,0.371,0,0.581,0.16,0.5650000000000001,0,0,1,0,0,0,0,1,0,0,0,0,1
0.21,0.19899999999999998,1,0.897,0.0,0.325,0,0,0,1,0,0,0,0,0,0,0,0,1
0.17,0.19899999999999998,0,0.43,0.013000000000000001,0.049,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19,0.183,0,0.475,0.0,0.361,0,0,0,1,0,0,0,0,0,0,0,0,0
0.18,0.218,0,0.40700000000000003,0.036,0.361,0,0,0,0,0,0,0,0,0,0,0,0,1
0.16,0.363,0,0.596,0.054000000000000006,0.493,1,0,0,0,0,0,0,1,0,0,0,0,1
0.01,0.287,0,0.799,0.0,0.205,0,1,0,0,1,0,0,0,0,0,1,0,0
0.23,0.374,0,0.7390000000000001,0.0,0.10900000000000001,0,0,1,0,0,0,0,1,0,0,0,0,1
0.12,0.322,0,0.535,0.2,0.397,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06,0.306,0,0.897,0.0,0.037,1,0,0,0,0,0,0,1,0,0,0,1,0
0.05,0.218,0,0.626,0.0,0.229,0,0,0,1,0,0,0,0,0,0,1,0,0
0.08,0.131,0,0.6859999999999999,0.0,0.337,0,0,0,0,0,1,0,0,0,0,0,0,1
0.15,0.22699999999999998,0,0.596,0.038,0.133,0,0,0,0,0,0,1,0,0,1,0,1,0
0.08,0.175,0,0.43,0.004,0.08499999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0
0.1,0.073,0,0.43,0.062,0.433,0,0,0,0,0,0,1,0,0,0,0,0,1
0.02,0.171,0,0.581,0.0,0.517,0,0,0,0,0,1,0,0,0,1,0,0,1
0.04,0.35600000000000004,0,0.716,0.0,0.061,0,0,1,0,0,0,0,0,0,0,0,0,0
0.03,0.244,0,0.777,0.0,0.049,1,0,0,0,1,0,0,0,0,0,0,0,1
0.04,0.201,0,0.6409999999999999,0.0,0.229,0,1,0,0,0,0,0,0,1,0,0,0,0
0.0,0.317,0,0.6559999999999999,0.0,0.157,0,0,1,0,0,0,0,1,0,0,0,0,1
0.22,0.307,0,0.483,0.0,0.325,1,0,0,0,0,0,0,0,0,1,0,0,0
0.17,0.368,0,0.483,0.151,0.625,1,0,0,1,0,0,0,0,0,0,0,0,0
0.03,0.353,0,0.8140000000000001,0.0,0.133,0,0,1,0,0,0,1,0,0,0,0,1,0
0.19,0.353,0,0.6409999999999999,0.003,0.097,1,0,0,0,1,0,0,0,0,0,0,0,0
0.08,0.292,0,0.483,0.025,0.121,0,1,0,0,0,0,0,0,0,0,0,0,0
0.17,0.136,0,0.513,0.018,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.17800000000000002,0,0.701,0.001,0.445,0,0,0,1,0,0,0,0,0,0,0,1,0
0.01,0.281,0,0.701,0.0,0.097,1,0,0,0,0,0,0,0,1,0,0,0,0
